sk_rendimiento,fk_tiempo,fk_temporada,fk_equipo,fk_rival,es_local,goles_favor,goles_contra,tiros,tiros_puerta,corners,faltas,amarillas,rojas,resultado,xg_partido,xga_partido,source_id,load_timestamp
1663,107,3,18,1,1,1,2,13,6,6,24,4,0,h,2.149736842105263,1.0773684210526315,F1_laliga,2026-05-22 10:28:50.656102
1664,107,3,1,18,0,2,1,4,4,8,7,1,0,D,1.6626315789473685,1.569736842105263,F1_laliga,2026-05-22 10:28:50.656116
1665,108,3,18,5,1,1,5,13,1,4,13,2,0,a,2.149736842105263,1.0773684210526315,F1_laliga,2026-05-22 10:28:50.656170
1666,108,3,5,18,0,5,1,13,4,5,14,2,0,D,0.9936842105263157,1.6805263157894736,F1_laliga,2026-05-22 10:28:50.656183
1667,109,3,18,9,1,0,0,14,2,7,11,2,0,d,2.149736842105263,1.0773684210526315,F1_laliga,2026-05-22 10:28:50.656236
1668,109,3,9,18,0,0,0,3,2,3,16,2,0,D,1.3244736842105262,1.5997368421052631,F1_laliga,2026-05-22 10:28:50.656250
1669,110,3,18,10,1,1,1,12,11,7,16,10,0,h,2.149736842105263,1.0773684210526315,F1_laliga,2026-05-22 10:28:50.656310
1670,110,3,10,18,0,1,1,10,4,2,13,2,0,D,1.2813157894736842,1.5563157894736843,F1_laliga,2026-05-22 10:28:50.656324
1671,111,3,18,11,1,2,0,12,5,5,13,3,0,h,2.149736842105263,1.0773684210526315,F1_laliga,2026-05-22 10:28:50.656380
1672,111,3,11,18,0,0,2,9,3,7,4,0,0,D,1.2307894736842107,1.6436842105263159,F1_laliga,2026-05-22 10:28:50.656395
1673,112,3,17,16,1,1,1,19,3,3,12,1,0,d,1.8,1.0307894736842105,F1_laliga,2026-05-22 10:28:50.656449
1674,112,3,16,17,0,1,1,6,2,1,5,6,0,D,2.030263157894737,0.7278947368421053,F1_laliga,2026-05-22 10:28:50.656463
1675,113,3,17,4,1,1,1,15,5,4,10,2,0,a,1.8,1.0307894736842105,F1_laliga,2026-05-22 10:28:50.656517
1676,113,3,4,17,0,1,1,13,1,2,13,1,0,D,1.8557894736842104,0.7673684210526316,F1_laliga,2026-05-22 10:28:50.656531
1677,114,3,17,3,1,1,2,6,3,5,10,3,0,a,1.8,1.0307894736842105,F1_laliga,2026-05-22 10:28:50.656610
1678,114,3,3,17,0,2,1,12,3,6,14,0,0,D,1.8355263157894737,0.7726315789473684,F1_laliga,2026-05-22 10:28:50.656624
1679,115,3,17,18,1,1,1,12,5,5,10,3,0,h,1.8,1.0307894736842105,F1_laliga,2026-05-22 10:28:50.656688
1680,115,3,18,17,0,1,1,9,6,7,6,3,0,D,2.149736842105263,1.0773684210526315,F1_laliga,2026-05-22 10:28:50.656701
1681,116,3,17,20,1,0,1,13,5,7,17,1,0,h,1.8,1.0307894736842105,F1_laliga,2026-05-22 10:28:50.656757
1682,116,3,20,17,0,1,0,5,8,4,11,2,0,D,1.569736842105263,1.0939473684210526,F1_laliga,2026-05-22 10:28:50.656772
1683,117,3,17,2,1,0,1,11,2,5,7,2,0,a,1.8,1.0307894736842105,F1_laliga,2026-05-22 10:28:50.656828
1684,117,3,2,17,0,1,0,14,4,6,14,3,0,D,1.6192105263157894,1.0997368421052631,F1_laliga,2026-05-22 10:28:50.656842
1685,118,3,17,19,1,2,0,9,7,5,14,3,0,h,1.8,1.0307894736842105,F1_laliga,2026-05-22 10:28:50.656896
1686,118,3,19,17,0,0,2,10,3,0,13,3,0,D,1.8597368421052631,1.141315789473684,F1_laliga,2026-05-22 10:28:50.656909
1687,119,3,17,15,1,1,1,17,9,5,15,2,0,h,1.8,1.0307894736842105,F1_laliga,2026-05-22 10:28:50.656963
1688,119,3,15,17,0,1,1,9,3,2,12,1,0,D,1.6626315789473685,1.3163157894736843,F1_laliga,2026-05-22 10:28:50.656976
1689,120,3,17,13,1,0,2,18,3,4,10,1,0,a,1.8,1.0307894736842105,F1_laliga,2026-05-22 10:28:50.657029
1690,120,3,13,17,0,2,0,10,4,5,11,2,0,D,1.7534210526315788,1.3757894736842105,F1_laliga,2026-05-22 10:28:50.657043
1691,121,3,17,6,1,1,1,9,9,5,7,0,0,h,1.8,1.0307894736842105,F1_laliga,2026-05-22 10:28:50.657095
1692,121,3,6,17,0,1,1,18,3,4,8,3,0,D,1.2613157894736842,1.2984210526315791,F1_laliga,2026-05-22 10:28:50.657110
1693,79,3,17,7,1,2,2,12,3,2,16,1,0,d,1.8,1.0307894736842105,F1_laliga,2026-05-22 10:28:50.657163
1694,79,3,7,17,0,2,2,15,7,5,6,2,0,D,1.7078947368421054,1.4565789473684212,F1_laliga,2026-05-22 10:28:50.657177
1695,80,3,17,14,1,0,0,12,2,7,10,4,0,d,1.8,1.0307894736842105,F1_laliga,2026-05-22 10:28:50.657230
1696,80,3,14,17,0,0,0,11,5,7,6,2,0,D,1.206842105263158,1.4844736842105262,F1_laliga,2026-05-22 10:28:50.657243
1697,81,3,17,8,1,1,0,16,3,8,13,1,0,h,1.8,1.0307894736842105,F1_laliga,2026-05-22 10:28:50.657303
1698,81,3,8,17,0,0,1,18,7,5,12,3,0,D,1.4994736842105263,1.013684210526316,F1_laliga,2026-05-22 10:28:50.657317
1699,82,3,17,12,1,0,0,14,5,8,13,2,0,d,1.8,1.0307894736842105,F1_laliga,2026-05-22 10:28:50.657374
1700,82,3,12,17,0,0,0,14,6,1,11,2,0,D,1.2415789473684211,1.6286842105263157,F1_laliga,2026-05-22 10:28:50.657387
1701,83,3,17,1,1,0,0,14,4,6,7,1,0,h,1.8,1.0307894736842105,F1_laliga,2026-05-22 10:28:50.657441
1702,83,3,1,17,0,0,0,10,2,5,11,2,0,D,1.6626315789473685,1.569736842105263,F1_laliga,2026-05-22 10:28:50.657456
1703,84,3,17,5,1,0,1,16,6,4,10,0,0,a,1.8,1.0307894736842105,F1_laliga,2026-05-22 10:28:50.657509
1704,84,3,5,17,0,1,0,13,4,1,11,2,0,D,0.9936842105263157,1.6805263157894736,F1_laliga,2026-05-22 10:28:50.657523
1705,85,3,17,9,1,3,3,11,5,7,11,1,0,d,1.8,1.0307894736842105,F1_laliga,2026-05-22 10:28:50.657598
1706,85,3,9,17,0,3,3,8,6,3,8,1,0,D,1.3244736842105262,1.5997368421052631,F1_laliga,2026-05-22 10:28:50.657613
1707,86,3,17,10,1,0,2,17,3,6,6,5,0,h,1.8,1.0307894736842105,F1_laliga,2026-05-22 10:28:50.657676
1708,86,3,10,17,0,2,0,12,8,3,10,0,0,D,1.2813157894736842,1.5563157894736843,F1_laliga,2026-05-22 10:28:50.657690
1709,87,3,17,11,1,1,1,11,7,3,10,5,0,h,1.8,1.0307894736842105,F1_laliga,2026-05-22 10:28:50.657744
1710,87,3,11,17,0,1,1,7,3,5,8,1,0,D,1.2307894736842107,1.6436842105263159,F1_laliga,2026-05-22 10:28:50.657758
1711,88,3,20,16,1,4,3,14,4,3,6,2,0,h,1.569736842105263,1.0939473684210526,F1_laliga,2026-05-22 10:28:50.657812
1712,88,3,16,20,0,3,4,12,1,1,13,3,0,D,2.030263157894737,0.7278947368421053,F1_laliga,2026-05-22 10:28:50.657826
1713,89,3,20,4,1,1,3,16,4,3,8,2,0,a,1.569736842105263,1.0939473684210526,F1_laliga,2026-05-22 10:28:50.657881
1714,89,3,4,20,0,3,1,11,2,6,14,3,0,D,1.8557894736842104,0.7673684210526316,F1_laliga,2026-05-22 10:28:50.657895
1715,90,3,20,3,1,0,5,15,9,4,10,1,0,a,1.569736842105263,1.0939473684210526,F1_laliga,2026-05-22 10:28:50.657949
1716,90,3,3,20,0,5,0,11,3,1,7,3,0,D,1.8355263157894737,0.7726315789473684,F1_laliga,2026-05-22 10:28:50.657962
1717,91,3,20,18,1,1,0,21,3,6,20,3,0,h,1.569736842105263,1.0939473684210526,F1_laliga,2026-05-22 10:28:50.658015
1718,91,3,18,20,0,0,1,10,2,8,9,2,0,D,2.149736842105263,1.0773684210526315,F1_laliga,2026-05-22 10:28:50.658029
1719,92,3,20,17,1,1,1,11,6,8,17,2,0,d,1.569736842105263,1.0939473684210526,F1_laliga,2026-05-22 10:28:50.658081
1720,92,3,17,20,0,1,1,6,1,4,9,3,1,D,1.8,1.0307894736842105,F1_laliga,2026-05-22 10:28:50.658095
1721,93,3,20,2,1,1,2,16,7,8,19,2,0,h,1.569736842105263,1.0939473684210526,F1_laliga,2026-05-22 10:28:50.658147
1722,93,3,2,20,0,2,1,9,4,6,15,3,0,D,1.6192105263157894,1.0997368421052631,F1_laliga,2026-05-22 10:28:50.658162
1723,94,3,20,19,1,1,2,13,6,3,10,1,0,a,1.569736842105263,1.0939473684210526,F1_laliga,2026-05-22 10:28:50.658216
1724,94,3,19,20,0,2,1,10,2,5,13,1,0,D,1.8597368421052631,1.141315789473684,F1_laliga,2026-05-22 10:28:50.658229
1725,95,3,20,15,1,2,3,14,1,4,13,1,0,h,1.569736842105263,1.0939473684210526,F1_laliga,2026-05-22 10:28:50.658286
1726,95,3,15,20,0,3,2,8,8,4,13,0,0,D,1.6626315789473685,1.3163157894736843,F1_laliga,2026-05-22 10:28:50.658300
1727,96,3,20,13,1,0,0,15,2,6,11,6,0,a,1.569736842105263,1.0939473684210526,F1_laliga,2026-05-22 10:28:50.658359
1728,96,3,13,20,0,0,0,8,5,3,7,2,0,D,1.7534210526315788,1.3757894736842105,F1_laliga,2026-05-22 10:28:50.658372
1729,97,3,20,6,1,1,2,17,5,4,12,0,0,h,1.569736842105263,1.0939473684210526,F1_laliga,2026-05-22 10:28:50.658425
1730,97,3,6,20,0,2,1,8,4,4,11,2,0,D,1.2613157894736842,1.2984210526315791,F1_laliga,2026-05-22 10:28:50.658439
1731,98,3,20,7,1,0,0,9,3,6,10,1,1,d,1.569736842105263,1.0939473684210526,F1_laliga,2026-05-22 10:28:50.658494
1732,98,3,7,20,0,0,0,8,1,6,6,4,0,D,1.7078947368421054,1.4565789473684212,F1_laliga,2026-05-22 10:28:50.658509
1733,99,3,20,14,1,4,0,10,5,4,15,1,0,h,1.569736842105263,1.0939473684210526,F1_laliga,2026-05-22 10:28:50.658585
1734,99,3,14,20,0,0,4,14,3,5,16,3,0,D,1.206842105263158,1.4844736842105262,F1_laliga,2026-05-22 10:28:50.658599
1735,100,3,20,8,1,0,2,12,5,6,12,2,0,h,1.569736842105263,1.0939473684210526,F1_laliga,2026-05-22 10:28:50.658665
1736,100,3,8,20,0,2,0,7,4,2,13,2,0,D,1.4994736842105263,1.013684210526316,F1_laliga,2026-05-22 10:28:50.658678
1737,101,3,20,12,1,3,2,17,7,7,14,2,0,h,1.569736842105263,1.0939473684210526,F1_laliga,2026-05-22 10:28:50.658734
1738,101,3,12,20,0,2,3,16,7,4,13,1,0,D,1.2415789473684211,1.6286842105263157,F1_laliga,2026-05-22 10:28:50.658748
1739,102,3,20,1,1,3,1,17,5,0,15,4,0,h,1.569736842105263,1.0939473684210526,F1_laliga,2026-05-22 10:28:50.658803
1740,102,3,1,20,0,1,3,11,1,2,10,1,0,D,1.6626315789473685,1.569736842105263,F1_laliga,2026-05-22 10:28:50.658817
1741,103,3,20,5,1,0,1,9,1,3,12,1,0,h,1.569736842105263,1.0939473684210526,F1_laliga,2026-05-22 10:28:50.658871
1742,103,3,5,20,0,1,0,18,4,1,13,4,0,D,0.9936842105263157,1.6805263157894736,F1_laliga,2026-05-22 10:28:50.658886
1743,104,3,20,9,1,1,1,12,5,5,10,3,0,a,1.569736842105263,1.0939473684210526,F1_laliga,2026-05-22 10:28:50.658941
1744,104,3,9,20,0,1,1,16,3,3,6,0,0,D,1.3244736842105262,1.5997368421052631,F1_laliga,2026-05-22 10:28:50.658955
1745,105,3,20,10,1,0,2,12,4,10,7,0,0,a,1.569736842105263,1.0939473684210526,F1_laliga,2026-05-22 10:28:50.659009
1746,105,3,10,20,0,2,0,8,6,7,15,1,0,D,1.2813157894736842,1.5563157894736843,F1_laliga,2026-05-22 10:28:50.659023
1747,106,3,20,11,1,1,3,13,8,6,13,3,0,a,1.569736842105263,1.0939473684210526,F1_laliga,2026-05-22 10:28:50.659076
1748,106,3,11,20,0,3,1,8,2,6,14,1,0,D,1.2307894736842107,1.6436842105263159,F1_laliga,2026-05-22 10:28:50.659090
1749,107,3,2,16,1,2,2,13,9,7,21,2,0,a,1.6192105263157894,1.0997368421052631,F1_laliga,2026-05-22 10:28:50.659142
1750,107,3,16,2,0,2,2,8,5,2,12,5,0,D,2.030263157894737,0.7278947368421053,F1_laliga,2026-05-22 10:28:50.659155
1751,108,3,2,4,1,2,2,17,5,8,7,2,0,d,1.6192105263157894,1.0997368421052631,F1_laliga,2026-05-22 10:28:50.659249
1752,108,3,4,2,0,2,2,11,3,5,13,1,0,D,1.8557894736842104,0.7673684210526316,F1_laliga,2026-05-22 10:28:50.659270
1753,109,3,2,3,1,3,2,19,2,7,8,1,0,h,1.6192105263157894,1.0997368421052631,F1_laliga,2026-05-22 10:28:50.659343
1754,109,3,3,2,0,2,3,11,2,4,10,0,0,D,1.8355263157894737,0.7726315789473684,F1_laliga,2026-05-22 10:28:50.659357
1755,110,3,2,18,1,0,0,15,7,4,9,2,0,d,1.6192105263157894,1.0997368421052631,F1_laliga,2026-05-22 10:28:50.659415
1756,110,3,18,2,0,0,0,13,3,3,12,1,0,D,2.149736842105263,1.0773684210526315,F1_laliga,2026-05-22 10:28:50.659429
1757,111,3,2,17,1,0,3,9,6,4,9,4,0,a,1.6192105263157894,1.0997368421052631,F1_laliga,2026-05-22 10:28:50.659519
1758,111,3,17,2,0,3,0,12,6,1,12,1,0,D,1.8,1.0307894736842105,F1_laliga,2026-05-22 10:28:50.659535
1759,112,3,2,20,1,5,0,8,4,3,17,0,0,h,1.6192105263157894,1.0997368421052631,F1_laliga,2026-05-22 10:28:50.659622
1760,112,3,20,2,0,0,5,11,3,5,10,3,0,D,1.569736842105263,1.0939473684210526,F1_laliga,2026-05-22 10:28:50.659637
1761,113,3,2,19,1,0,1,11,9,6,12,1,0,a,1.6192105263157894,1.0997368421052631,F1_laliga,2026-05-22 10:28:50.659699
1762,113,3,19,2,0,1,0,11,5,3,15,3,0,D,1.8597368421052631,1.141315789473684,F1_laliga,2026-05-22 10:28:50.659714
1763,114,3,2,15,1,2,2,15,6,3,9,0,0,h,1.6192105263157894,1.0997368421052631,F1_laliga,2026-05-22 10:28:50.659771
1764,114,3,15,2,0,2,2,8,8,4,14,2,0,D,1.6626315789473685,1.3163157894736843,F1_laliga,2026-05-22 10:28:50.659784
1765,115,3,2,13,1,5,0,13,3,10,9,2,0,h,1.6192105263157894,1.0997368421052631,F1_laliga,2026-05-22 10:28:50.659839
1766,115,3,13,2,0,0,5,9,4,3,10,1,0,D,1.7534210526315788,1.3757894736842105,F1_laliga,2026-05-22 10:28:50.659853
1767,116,3,2,6,1,2,0,10,5,8,12,0,0,h,1.6192105263157894,1.0997368421052631,F1_laliga,2026-05-22 10:28:50.659908
1768,116,3,6,2,0,0,2,7,4,6,12,1,0,D,1.2613157894736842,1.2984210526315791,F1_laliga,2026-05-22 10:28:50.659922
1769,117,3,2,7,1,4,0,15,9,7,9,1,0,h,1.6192105263157894,1.0997368421052631,F1_laliga,2026-05-22 10:28:50.659976
1770,117,3,7,2,0,0,4,12,5,2,13,2,0,D,1.7078947368421054,1.4565789473684212,F1_laliga,2026-05-22 10:28:50.659990
1771,118,3,2,14,1,3,0,11,8,5,10,4,0,h,1.6192105263157894,1.0997368421052631,F1_laliga,2026-05-22 10:28:50.660044
1772,118,3,14,2,0,0,3,18,3,3,11,1,0,D,1.206842105263158,1.4844736842105262,F1_laliga,2026-05-22 10:28:50.660059
1773,119,3,2,8,1,2,3,7,5,4,9,2,0,a,1.6192105263157894,1.0997368421052631,F1_laliga,2026-05-22 10:28:50.660113
1774,119,3,8,2,0,3,2,13,1,4,18,8,0,D,1.4994736842105263,1.013684210526316,F1_laliga,2026-05-22 10:28:50.660127
1775,120,3,2,12,1,1,1,16,5,9,13,1,0,a,1.6192105263157894,1.0997368421052631,F1_laliga,2026-05-22 10:28:50.660180
1776,120,3,12,2,0,1,1,12,3,3,21,1,0,D,1.2415789473684211,1.6286842105263157,F1_laliga,2026-05-22 10:28:50.660194
1777,121,3,2,1,1,3,2,11,5,3,16,3,0,a,1.6192105263157894,1.0997368421052631,F1_laliga,2026-05-22 10:28:50.660247
1778,121,3,1,2,0,2,3,13,3,7,9,1,0,D,1.6626315789473685,1.569736842105263,F1_laliga,2026-05-22 10:28:50.660261
1779,79,3,2,5,1,0,4,17,4,7,13,2,0,a,1.6192105263157894,1.0997368421052631,F1_laliga,2026-05-22 10:28:50.660323
1780,79,3,5,2,0,4,0,11,4,7,15,2,0,D,0.9936842105263157,1.6805263157894736,F1_laliga,2026-05-22 10:28:50.660337
1781,80,3,2,9,1,2,4,11,9,4,11,1,0,h,1.6192105263157894,1.0997368421052631,F1_laliga,2026-05-22 10:28:50.660393
1782,80,3,9,2,0,4,2,9,2,1,10,4,0,D,1.3244736842105262,1.5997368421052631,F1_laliga,2026-05-22 10:28:50.660409
1783,81,3,2,10,1,1,1,17,8,5,13,1,0,a,1.6192105263157894,1.0997368421052631,F1_laliga,2026-05-22 10:28:50.660465
1784,81,3,10,2,0,1,1,8,3,3,11,5,0,D,1.2813157894736842,1.5563157894736843,F1_laliga,2026-05-22 10:28:50.660479
1785,82,3,2,11,1,0,0,12,2,12,14,3,0,a,1.6192105263157894,1.0997368421052631,F1_laliga,2026-05-22 10:28:50.660532
1786,82,3,11,2,0,0,0,11,3,5,11,2,0,D,1.2307894736842107,1.6436842105263159,F1_laliga,2026-05-22 10:28:50.660545
1787,83,3,19,16,1,1,1,11,5,1,11,2,0,h,1.8597368421052631,1.141315789473684,F1_laliga,2026-05-22 10:28:50.660631
1788,83,3,16,19,0,1,1,6,5,2,12,2,0,D,2.030263157894737,0.7278947368421053,F1_laliga,2026-05-22 10:28:50.660645
1789,84,3,19,4,1,1,1,16,5,3,10,1,0,d,1.8597368421052631,1.141315789473684,F1_laliga,2026-05-22 10:28:50.660703
1790,84,3,4,19,0,1,1,9,4,4,16,0,0,D,1.8557894736842104,0.7673684210526316,F1_laliga,2026-05-22 10:28:50.660717
1791,85,3,19,3,1,5,0,12,2,8,11,2,0,h,1.8597368421052631,1.141315789473684,F1_laliga,2026-05-22 10:28:50.660772
1792,85,3,3,19,0,0,5,12,7,0,14,1,0,D,1.8355263157894737,0.7726315789473684,F1_laliga,2026-05-22 10:28:50.660788
1793,86,3,19,18,1,3,3,13,8,7,14,0,0,d,1.8597368421052631,1.141315789473684,F1_laliga,2026-05-22 10:28:50.660843
1794,86,3,18,19,0,3,3,6,4,3,8,0,0,D,2.149736842105263,1.0773684210526315,F1_laliga,2026-05-22 10:28:50.660857
1795,87,3,19,17,1,1,2,16,8,4,8,3,0,a,1.8597368421052631,1.141315789473684,F1_laliga,2026-05-22 10:28:50.660936
1796,87,3,17,19,0,2,1,9,7,5,8,0,0,D,1.8,1.0307894736842105,F1_laliga,2026-05-22 10:28:50.660951
1797,88,3,19,20,1,5,1,17,11,5,12,3,2,h,1.8597368421052631,1.141315789473684,F1_laliga,2026-05-22 10:28:50.661009
1798,88,3,20,19,0,1,5,11,3,4,13,4,0,D,1.569736842105263,1.0939473684210526,F1_laliga,2026-05-22 10:28:50.661023
1799,89,3,19,2,1,1,1,12,6,5,15,2,0,d,1.8597368421052631,1.141315789473684,F1_laliga,2026-05-22 10:28:50.661078
1800,89,3,2,19,0,1,1,9,5,4,11,2,0,D,1.6192105263157894,1.0997368421052631,F1_laliga,2026-05-22 10:28:50.661092
1801,90,3,19,15,1,2,0,10,9,5,11,3,0,a,1.8597368421052631,1.141315789473684,F1_laliga,2026-05-22 10:28:50.661145
1802,90,3,15,19,0,0,2,6,3,6,13,3,0,D,1.6626315789473685,1.3163157894736843,F1_laliga,2026-05-22 10:28:50.661162
1803,91,3,19,13,1,0,0,14,7,9,10,1,0,d,1.8597368421052631,1.141315789473684,F1_laliga,2026-05-22 10:28:50.661216
1804,91,3,13,19,0,0,0,8,8,2,13,2,0,D,1.7534210526315788,1.3757894736842105,F1_laliga,2026-05-22 10:28:50.661229
1805,92,3,19,6,1,0,3,21,5,9,14,2,0,a,1.8597368421052631,1.141315789473684,F1_laliga,2026-05-22 10:28:50.661289
1806,92,3,6,19,0,3,0,11,4,6,10,0,0,D,1.2613157894736842,1.2984210526315791,F1_laliga,2026-05-22 10:28:50.661304
1807,93,3,19,7,1,4,0,13,4,1,9,2,0,h,1.8597368421052631,1.141315789473684,F1_laliga,2026-05-22 10:28:50.661363
1808,93,3,7,19,0,0,4,7,7,7,14,1,0,D,1.7078947368421054,1.4565789473684212,F1_laliga,2026-05-22 10:28:50.661376
1809,94,3,19,14,1,0,0,12,4,9,11,1,0,d,1.8597368421052631,1.141315789473684,F1_laliga,2026-05-22 10:28:50.661431
1810,94,3,14,19,0,0,0,12,2,4,13,1,0,D,1.206842105263158,1.4844736842105262,F1_laliga,2026-05-22 10:28:50.661445
1811,95,3,19,8,1,1,1,9,9,6,15,0,0,d,1.8597368421052631,1.141315789473684,F1_laliga,2026-05-22 10:28:50.661500
1812,95,3,8,19,0,1,1,11,3,2,17,2,0,D,1.4994736842105263,1.013684210526316,F1_laliga,2026-05-22 10:28:50.661515
1813,96,3,19,12,1,3,5,5,8,6,11,2,0,a,1.8597368421052631,1.141315789473684,F1_laliga,2026-05-22 10:28:50.661602
1814,96,3,12,19,0,5,3,5,8,8,12,1,0,D,1.2415789473684211,1.6286842105263157,F1_laliga,2026-05-22 10:28:50.661616
1815,97,3,19,1,1,2,2,7,3,1,10,0,0,d,1.8597368421052631,1.141315789473684,F1_laliga,2026-05-22 10:28:50.661680
1816,97,3,1,19,0,2,2,10,6,1,14,3,0,D,1.6626315789473685,1.569736842105263,F1_laliga,2026-05-22 10:28:50.661694
1817,98,3,19,5,1,1,0,12,7,5,14,4,0,h,1.8597368421052631,1.141315789473684,F1_laliga,2026-05-22 10:28:50.661750
1818,98,3,5,19,0,0,1,12,4,1,6,1,0,D,0.9936842105263157,1.6805263157894736,F1_laliga,2026-05-22 10:28:50.661764
1819,99,3,19,9,1,1,1,14,4,11,16,1,0,d,1.8597368421052631,1.141315789473684,F1_laliga,2026-05-22 10:28:50.661819
1820,99,3,9,19,0,1,1,5,6,2,11,0,1,D,1.3244736842105262,1.5997368421052631,F1_laliga,2026-05-22 10:28:50.661832
1821,100,3,19,10,1,1,0,13,6,7,11,1,0,h,1.8597368421052631,1.141315789473684,F1_laliga,2026-05-22 10:28:50.661887
1822,100,3,10,19,0,0,1,7,3,2,16,2,0,D,1.2813157894736842,1.5563157894736843,F1_laliga,2026-05-22 10:28:50.661903
1823,101,3,19,11,1,1,1,8,4,8,15,2,0,d,1.8597368421052631,1.141315789473684,F1_laliga,2026-05-22 10:28:50.661956
1824,101,3,11,19,0,1,1,8,6,6,9,0,1,D,1.2307894736842107,1.6436842105263159,F1_laliga,2026-05-22 10:28:50.661969
1825,102,3,15,16,1,4,2,13,7,4,9,2,0,h,1.6626315789473685,1.3163157894736843,F1_laliga,2026-05-22 10:28:50.662022
1826,102,3,16,15,0,2,4,10,5,3,9,0,0,D,2.030263157894737,0.7278947368421053,F1_laliga,2026-05-22 10:28:50.662035
1827,103,3,15,4,1,3,0,10,5,5,18,3,0,h,1.6626315789473685,1.3163157894736843,F1_laliga,2026-05-22 10:28:50.662087
1828,103,3,4,15,0,0,3,10,4,6,15,1,0,D,1.8557894736842104,0.7673684210526316,F1_laliga,2026-05-22 10:28:50.662101
1829,104,3,15,3,1,1,0,8,3,6,8,3,1,h,1.6626315789473685,1.3163157894736843,F1_laliga,2026-05-22 10:28:50.662154
1830,104,3,3,15,0,0,1,11,6,6,7,2,0,D,1.8355263157894737,0.7726315789473684,F1_laliga,2026-05-22 10:28:50.662168
1831,105,3,15,18,1,4,0,12,5,2,12,2,0,h,1.6626315789473685,1.3163157894736843,F1_laliga,2026-05-22 10:28:50.662221
1832,105,3,18,15,0,0,4,14,6,0,15,2,0,D,2.149736842105263,1.0773684210526315,F1_laliga,2026-05-22 10:28:50.662236
1833,106,3,15,17,1,2,2,15,3,8,17,0,0,h,1.6626315789473685,1.3163157894736843,F1_laliga,2026-05-22 10:28:50.662296
1834,106,3,17,15,0,2,2,9,3,5,8,3,0,D,1.8,1.0307894736842105,F1_laliga,2026-05-22 10:28:50.662311
1835,107,3,15,20,1,2,0,14,2,2,13,2,0,a,1.6626315789473685,1.3163157894736843,F1_laliga,2026-05-22 10:28:50.662368
1836,107,3,20,15,0,0,2,13,6,1,11,2,0,D,1.569736842105263,1.0939473684210526,F1_laliga,2026-05-22 10:28:50.662382
1837,108,3,15,2,1,0,0,14,7,6,13,0,0,d,1.6626315789473685,1.3163157894736843,F1_laliga,2026-05-22 10:28:50.662435
1838,108,3,2,15,0,0,0,12,3,2,8,3,0,D,1.6192105263157894,1.0997368421052631,F1_laliga,2026-05-22 10:28:50.662448
1839,109,3,15,19,1,0,3,8,6,1,14,2,0,a,1.6626315789473685,1.3163157894736843,F1_laliga,2026-05-22 10:28:50.662502
1840,109,3,19,15,0,3,0,8,2,2,12,4,0,D,1.8597368421052631,1.141315789473684,F1_laliga,2026-05-22 10:28:50.662516
1841,110,3,15,13,1,2,3,18,10,7,8,2,0,a,1.6626315789473685,1.3163157894736843,F1_laliga,2026-05-22 10:28:50.662591
1842,110,3,13,15,0,3,2,11,6,2,13,0,0,D,1.7534210526315788,1.3757894736842105,F1_laliga,2026-05-22 10:28:50.662607
1843,111,3,15,6,1,1,1,13,6,6,13,0,0,d,1.6626315789473685,1.3163157894736843,F1_laliga,2026-05-22 10:28:50.662672
1844,111,3,6,15,0,1,1,4,4,8,15,3,0,D,1.2613157894736842,1.2984210526315791,F1_laliga,2026-05-22 10:28:50.662685
1845,112,3,15,7,1,1,1,15,6,7,9,3,0,d,1.6626315789473685,1.3163157894736843,F1_laliga,2026-05-22 10:28:50.662742
1846,112,3,7,15,0,1,1,10,5,3,8,1,0,D,1.7078947368421054,1.4565789473684212,F1_laliga,2026-05-22 10:28:50.662756
1847,113,3,15,14,1,2,2,19,4,6,13,0,0,d,1.6626315789473685,1.3163157894736843,F1_laliga,2026-05-22 10:28:50.662811
1848,113,3,14,15,0,2,2,8,1,5,9,3,0,D,1.206842105263158,1.4844736842105262,F1_laliga,2026-05-22 10:28:50.662824
1849,114,3,15,8,1,5,0,13,4,3,17,1,1,h,1.6626315789473685,1.3163157894736843,F1_laliga,2026-05-22 10:28:50.662880
1850,114,3,8,15,0,0,5,9,6,3,8,2,0,D,1.4994736842105263,1.013684210526316,F1_laliga,2026-05-22 10:28:50.662893
1851,115,3,15,12,1,4,1,17,3,2,12,2,0,h,1.6626315789473685,1.3163157894736843,F1_laliga,2026-05-22 10:28:50.662947
1852,115,3,12,15,0,1,4,8,1,6,8,0,0,D,1.2415789473684211,1.6286842105263157,F1_laliga,2026-05-22 10:28:50.662963
1853,116,3,15,1,1,2,2,8,7,5,10,5,0,a,1.6626315789473685,1.3163157894736843,F1_laliga,2026-05-22 10:28:50.663017
1854,116,3,1,15,0,2,2,10,3,1,14,2,0,D,1.6626315789473685,1.569736842105263,F1_laliga,2026-05-22 10:28:50.663031
1855,117,3,15,5,1,4,1,16,3,8,11,1,0,h,1.6626315789473685,1.3163157894736843,F1_laliga,2026-05-22 10:28:50.663085
1856,117,3,5,15,0,1,4,11,5,2,12,1,0,D,0.9936842105263157,1.6805263157894736,F1_laliga,2026-05-22 10:28:50.663099
1857,118,3,15,9,1,0,2,11,6,2,12,0,0,a,1.6626315789473685,1.3163157894736843,F1_laliga,2026-05-22 10:28:50.663152
